Truckstop Name,Address,City,State,Retail Price
CIRCLE K #2744529,US-175,Seagoville,TX,2.95066666
HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",Lakeville,MN,3.549
STRIPES 7FLEET #42449,US-87,Sterling City,TX,3.28066666
TOOT N TOTUM #105,US-54 & US-287,Stratford,TX,2.96566666
MIKE MCDONALD TRUCK STOP,"I-20, EXIT 509",Terrell                                 ,TX,2.87066666
CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",Three Rivers,TX,3.06566666
YESWAY #1077,"I-20/US-84, EXIT 278",Tye,TX,2.87566666
LUCKY TRUCK STOP,US-82,Whitesboro                              ,TX,2.88566666
RALLYSTOP #1,"I-15, EXIT 62",Cedar City,UT,3.459
LOVES TRAVEL STOP #792,"I-70, EXIT 160",Green River,UT,3.709
BELL TRUCK STOP,"I-80, EXIT 146",Park City,UT,3.45233333
SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",Salina,UT,3.459
CASEYS #3058,"I-35, EXIT 19 & US-160 E",Wellington,KS,3.299
RBS ONE STOP,"I-15, EXIT 320",Woods Cross                             ,UT,3.459
CIRCLE K #2723710,"I-77, EXIT 24",Austinville,VA,3.24066666
QUICK STOP MARKET #36,"I-81, EXIT 10 & US-11",Bristol,VA,3.399
7-ELEVEN #40063,"I-81, EXIT 98 & SR-100",Dublin,VA,3.199
LOVES TRAVEL STOPS #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,3.589
LOVES TRAVEL STOP #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,3.589
7-ELEVEN #34515,"I-81, EXIT 205",King George,VA,3.399
CIRCLE K #2723713,"I-81, EXIT 205",Staunton,VA,3.38566666
FAS MART #3555,"I-64, EXIT 136 & US-15",Gordonsville,VA,3.699
Joe's Kwik Mart #8409,US-58 & CR-645,Suffolk,VA,3.03233333
PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",Toms Brook,VA,3.659
SPEEDWAY #4618,"I-81 & I-77, EXIT 77",Wytheville,VA,3.41233333
MAPLEWOOD IRVING,"I-89, EXIT 7",Montpelier                              ,VT,3.699
SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",Grayson,KY,3.799
One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,3.989
One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,3.959
GEE CEES TRUCK STOP,"I-5, EXIT 57",Toledo,WA,3.839
KWIK TRIP #427,"US-53, EXIT 110 & SR-40",Bloomer,WI,3.41566666
Camp Douglas BP,"I-90 & I-94, EXIT 55",Camp Douglas                            ,WI,3.154
RIVER CITY TRAVEL PLAZA,US-41,Marinette,WI,3.399
KWIK TRIP #222,US-53/US-2,Superior,WI,3.339
KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",Sheboygan,WI,3.29066666
BFS FOODS #72,"I-68, EXIT 23 & SR-26",Bruceton Mills,WV,3.499
GO MART FOOD STORE #59,"I-64, EXIT 15 & US-60",Huntington,WV,3.499
GO MART FOOD STORE #86,"I-79, EXIT 40 & SR-16",Ivydale                                 ,WV,3.599
HOMAX SERVICE,"I-25, EXIT 188",Mills                                   ,WY,3.169
GHOST TOWN FUEL STOP,US-26/US-20,Casper,WY,3.429
TA CHEYENNE TRAVEL CENTER,"I-80, EXIT 377 & SR-217/CR-140",Cheyenne,WY,3.699
Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",Douglas,WY,3.499
PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",Pine Bluffs,WY,3.699
One9 #1251,"I-80, EXIT 173",Wamsutter,WY,3.499
STRIPES #40522,"I-10, EXIT 550",San Antonio,TX,3.059
ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,Seymour,TX,3.299
ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,Slaton                                  ,TX,2.969
Main Street Market #112,"I-20, EXIT 73",Wickett,TX,2.879
LWS TRUCK STOP,SR-30,Logan,UT,3.42566666
FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",Richfield                               ,UT,3.699
FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",Snowville                               ,UT,3.749
KWIK TRIP #838,SR-23/SR-33,Reedsburg,WI,3.194
BIG D #44,"I-80, EXIT 311 & SR-130",Laramie,WY,3.249
Mountain View Truck Stop,US-15,Thurmont,MD,4.099
SPEEDWAY #4709,"I-90, EXIT 102",Fairmont,MN,3.299
PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",Saint Cloud,MN,3.28733333
PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",Raphine,VA,3.659
GO MART FOOD STORE #51,US-19/SR-129,Mount Nebo                              ,WV,3.599
A AND A TRUCKSTOP,US-35 & CR-41,Jackson,OH,3.799
Certified Oil #400410,I-76 EXIT 43,Ravenna,OH,3.31566666
NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,3.68233333
Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,3.03233333
PILOT TRAVEL CENTER #66,"I-85, EXIT 129",Braselton,GA,3.27233333
PILOT TRAVEL CENTERS #66,"I-85, EXIT 129",Braselton,GA,3.27233333
PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",Register,GA,3.23233333
SPEEDWAY #7448,SR-59,Naperville,IL,3.299
SPEEDWAY #7448,SR-59,Naperville,IL,3.359
QUIKTRIP #605,"I-270, EXIT 33",Saint Louis,MO,2.899
S&G #36,"I-280, EXIT 2 & SR-795",Millbury,OH,3.49233333
Circle K #4703917,"I-65, EXIT 112 & SR-25",Cross Plains,TN,2.949
CIRCLE K #2707321,SR-60,Bartow,FL,3.52233333
SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",Bedford,PA,4.099
SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",Rock Hill,SC,3.079
MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,2.889
SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana                              ,TN,3.13233333
PINNERS POINT,SR-135,Portsmouth,VA,3.499
FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,3.549
RSTORE #4478,SR-8 & SR-13,Prentice,WI,3.039
PWI #106,"I-30, EXIT 77B",Royse City,TX,2.899
PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,3.35233333
TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",Janesville,WI,3.299
WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,3.319
PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,3.989
FLYING J #584,"I-5, EXIT 278",Aurora,OR,3.859
PIT STOP TRAVEL CENTER,US-789,Riverton                                ,WY,4.399
LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,3.399
LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,3.299
FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",Erie,CO,3.499
PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",Mineral Wells,WV,3.499
PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,2.95566666
LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,3.56233333
LOVES TRAVEL STOP #023,US-50 & US-287,Lamar,CO,3.46233333
PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,3.899
PILOT TRAVEL CENTER #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,3.899
Stinker #121,I-84 & EXIT 208,Heyburn,ID,3.56066666
JIFFY MART #451,"I-91, EXIT 17 & SR-302",Wells River,VT,3.569
Fast Stop Travel Centers #1145,"I-15,  EXIT 31",Downey,ID,3.799
SUDDEN SERVICE #25,"I-24, EXIT 11",Clarksville,TN,3.30733333
KWIK FILL #22,"I-90, EXIT 40 & SR-34/SR-31",Weedsport,NY,3.899
Chevron #382354,"I-5/US-12, EXIT 72",Chehalis,WA,4.299
TA TONOPAH TRAVEL CENTER,"I-10, EXIT 103",Tonopah,AZ,3.939
SPEEDWAY #2958,"I-8, EXIT 12",Yuma,AZ,3.479
TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",Tallulah,LA,3.209
KUM & GO #0493,I-49 BUS/SR-59,Neosho,MO,3.059
CIRCLE K #2744138,"I-25, EXIT 101 & US-50/SR-47",Pueblo,CO,3.399
PILOT TRAVEL CENTER #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,3.41233333
PILOT TRAVEL CENTERS #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,3.359
SP Truckstop & Travel Center,US-84/SR-38,Bainbridge,GA,3.599
MOULTON COWBOYS,SR-157,Moulton                                 ,AL,3.099
PETRO STOPPING CENTER #338,"I-80, EXIT 21",Sparks,NV,3.949
EAGLE TRUCK STOP,I-77 EXIT 81,New Philadelphia,OH,3.31566666
NORTH LEWISTON DYNAMART,US-12 & SR 128,Lewiston,ID,3.669
GAS N GO #15,"I-80, EXIT 41",Lyman,WY,3.46566666
FLYING J TRAVEL PLAZA #685,"I-29 & I- 94, EXIT 349",Fargo                                   ,ND,3.569
ONE9#226,"I-40, EXIT 417 & SR-92",Dandridge,TN,3.259
TP TRUCK STOP,"I-15, EXIT 80",Fort Hall                               ,ID,3.519
GOLDYS TRUCK PLAZA,US-29,Rustburg,VA,3.519
LOVES TRAVEL STOP #210,"I-40, EXIT 158",Albuquerque,NM,3.52066666
LOVES TRAVEL STOP #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,3.611
LOVES TRAVEL STOPS #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,3.589
HWY 190 FUEL STOP,US-190,Jasper                                  ,TX,3.13233333
EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",Harrisburg,PA,3.499
TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",Steele,ND,3.599
CIRCLE K #2726163,"I-295, EXIT 22",Jacksonville,FL,3.299
FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",Walton,KY,3.08566666
PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",Charlotte,NC,3.55233333
SUPERPUMPER #26,"I-94, EXIT 258 & US-281",Jamestown,ND,3.629
PETRO STOPPING CENTER #317,"I-57, EXIT 71",Perrysburg,OH,3.78566666
E-Z MART #4460,"I-20,  EXIT 124",Monroe,LA,3.129
DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,3.229
CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,3.089
CHEVRON,"I-20, EXIT 186",Delta                                   ,LA,2.994
BUSY BEE,"I-10, EXIT 283 & US-129",Live Oak,FL,3.779
TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",Greencastle,PA,3.959
Mr Ts Riverside,US-412,Cardwell                                ,MO,3.199
PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,Lamar,CO,3.399
SPEEDWAY #4638,US-29,Madison Heights,VA,3.49566666
RSTORE #4488,US-51,Merrill,WI,3.24066666
HOBO PANTRY #6,US-431/SR-210,Dothan,AL,3.959
MOBIL,"I-87, EXIT 42 & US-11",Champlain,NY,3.799
TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",Jackson,GA,3.334
TA EXPRESS #6264,"I-70, EXIT 26 & US-50",Grand Junction,CO,4.049
CHEROKEE TRAVEL MART,"I-40,  EXIT 108",Calumet                                 ,OK,3.10566666
YESWAY #1038,US-60 & SR-86,Neosho,MO,3.059
QUIK MART #18,US-72/SR-157,Tuscumbia                               ,AL,3.00733333
QUIKTRIP #71,"I-44, EXIT 238",Tulsa,OK,3.039
QUIKTRIP #102,"I-44, EXIT 222A",Tulsa,OK,3.039
LOVES TRAVEL STOP #213,"I-35, EXIT 211",Tonkawa,OK,3.584
JASPER FOOD MART,US-78,Jasper,AL,3.229
One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,3.084
BP,US-6 & SR-15,New Paris                               ,IN,3.65733333
ERNIES FUEL STOP #1605,SR-167,Kent,WA,4.599
MR FUEL #1020,"I-80 & I-94, EXIT 15B",Lake Station,IN,3.56566666
BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",Manchester,TN,3.049
CROSSROADS TRUCK STOP STATION,"I-29 & SR 34, MM 109",Colman                                  ,SD,3.159
PERHAM OASIS,US-10 & SR-78,Perham,MN,3.499
SHELL TRUCKSTOP,"I-4, EXIT 44",Polk City,FL,3.449
MAXS #124,"I-24, EXIT 86 & US-41",Oak Grove,KY,3.04233333
Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,3.399
Southern Travel Plaza,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,3.391
POMPANO TRUCK STOP,"I-95, EXIT 36B",Pompano Beach,FL,3.759
ONE9 #245,"I-81, EXIT 77 & SR-39",Harrisburg,PA,3.609
ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",Summerville,SC,3.219
MR FUEL DBA ONE9 #64,"I-26 & US-17, EXIT 199",Summerville,SC,3.219
STRIPES #40815,US-281 & US-285,Falfurrias,TX,3.299
TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,3.36733333
OUTPOST TRUCK STOP,US-85 & US-18/US-20,Lusk,WY,3.689
AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,Milton,PA,3.799
CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",Lamar,MO,3.199
SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",Cheyenne,WY,3.70066666
TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock                       ,AR,3.249
MIRABITO #61,"I-81, EXIT 32",Central Square,NY,4.299
TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",Greenland,NH,3.759
QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",Meridian,MS,2.939
E-Express at Central Truck Stop,"I-35, EXIT 137",Oklahoma City,OK,2.879
LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,3.239
POPS Mart #333,"I-77, EXIT 48 & SR-200",Winnsboro,SC,3.09066666
COUNTRY GIRL TRUCK STOP,US-167 & SR-156,Winnfield,LA,3.319
JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",Metter                                  ,GA,3.249
Par Mar Store #164,"I-79, EXIT 105 & CR-7",Jane Lew,WV,3.999
ERNIES TRUCK STOP,"I-5, EXIT 142",Federal Way,WA,4.599
PWI #167,"I-10, EXIT 601",Seguin,TX,2.889
JOHNNYS MARKET,"I-69, EXIT 357",Fremont,IN,3.699
PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",Remington,IN,3.709
PILOT TRAVEL CENTERS #34,"I-65, EXIT 201 & US-231",Remington,IN,3.659
PWI #168,"I-35, EXIT 266 & SR-195",Georgetown,TX,2.799
Acme Truck Stop,US-441/SR-500,Orlando,FL,3.449
CHROME TRUCK STOP,US-18 & US-169,Algona,IA,3.499
BOISE PETROLEUM LLC,"I-84,  EXIT 71",Boise,ID,3.379
MR FUEL DBA ONE9 #72,"I-16, EXIT 160",Savannah,GA,3.13233333
ONE9 MR FUEL #72,"I-16, EXIT 160",Savannah,GA,3.119
PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",Kannapolis,NC,3.499
CIRCLE K #4707404,"I-91, EXIT 7",Springfield,VT,3.699
FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",Perry,GA,3.099
CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",Cartersville,GA,3.08566666
PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",Orange,TX,3.309
SUNMART #308,US-59,Livingston                              ,TX,2.859
JOE STOP 99,"I-75, EXIT 99 & SR-119",Anna,OH,3.064
SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,3.23233333
PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,Amarillo,TX,3.279
Bigs 211,"I-10, EXIT 620 & SR-123",Seguin,TX,3.099
STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",South Saint Paul,MN,3.499
STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",Sinclair,WY,3.759
CHEVRON,"I-80, EXIT 129",Lovelock,NV,3.499
BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie                                  ,TX,2.999
TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,3.71566666
TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,3.70566666
SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,3.169
FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,3.199
PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,3.799
PILOT TRAVEL CENTER #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,3.799
PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,3.77233333
ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,3.659
One9 #16,"I-71 & US-68, EXIT 50",Wilmington                              ,OH,3.14233333
SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,3.469
TIMES MARKET #299,US-281 BUS,Alice,TX,3.099
SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,3.559
SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,3.579
CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,3.53233333
WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,3.399
BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg                              ,NY,3.649
SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,3.299
SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,3.299
KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,3.999
GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton                              ,PA,3.81566666
PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,3.799
JORDAN'S KWIK STOP #70,US-49,West Helena                             ,AR,3.399
PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,3.58066666
EXXON,US-67 & SR-18,Newport,AR,4.13233333
SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,3.099
Brake Time Corner Market,"I-25, EXIT 240",Burlington                              ,CO,3.499
SINCLAIR,"I-70, EXIT 438",Burlington                              ,CO,3.889
REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,3.38233333
CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,3.299
SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,3.299
FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,3.159
ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,3.21566666
SHORE STOP #279,US-13,Greenwood,DE,3.239
SHORE STOP #279,US-13,Greenwood,DE,3.259
Fics Plaza,"I-90, EXIT 184",Deer Lodge                              ,MT,3.519
CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,3.439
SUNOCO,US-46 & SR-93,Palisades Park,NJ,3.279
SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,3.699
MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale                         ,FL,3.66566666
Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,2.989
Fast Lane,US-24 & US-63,Moberly,MO,3.469
SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,3.699
CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,3.399
SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,3.489
SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,3.499
EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,2.84233333
LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,3.319
LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,3.12566666
SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,3.459
PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,3.83066666
MISSILE MART #1,US-167 & SR-7,El Dorado,AR,3.499
BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin                                 ,WI,3.503
BP,"I-85, EXIT 21  & US-178",Anderson,SC,2.909
PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,3.375
PILOT TRAVEL CENTERS #430,"I-40,  EXIT 84",Russellville,AR,3.399
DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,3.299
STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,2.999
SHELL DBA PILOT DEALER #874,US-41,Miami,FL,3.699
PILOT TRAVEL CENTERS #874,US-41,Miami,FL,3.699
E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,3.099
ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,3.08233333
QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,3.34066666
JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,3.44066666
PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,3.20733333
EL CHEAPO,I-95 & EXIT 76,Midway                                  ,GA,3.52566666
CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,3.23566666
TA KINGMAN TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,3.899
PETRO SERVE USA #11,US-2 & US-71,Bemidji,MN,3.499
FLYING J TRAVEL PLAZA #639,"I-90, EXIT 2",Post Falls,ID,3.76233333
CIRCLE K #2705352,"I-95/SR-405, EXIT 109 & SR-30/SR-21",Port Wentworth                          ,GA,3.099
FLYING J TRAVEL PLAZA #632,"I-75, EXIT 320",Resaca,GA,3.29566666
TIGER MART #63,"I-20, EXIT 454",Grand Prairie,TX,3.599
PWI #574,"I-70, EXIT 193/US-40",Bunker Hill,KS,2.959
PILOT TRAVEL CENTERS #415,"I-59, EXIT 4",Rising Fawn,GA,3.859
PILOT TRAVEL CENTER #415,"I-59, EXIT 4",Rising Fawn,GA,3.819
FLYING J #513,"I-15, EXIT 1",Jean,NV,3.73233333
KENNETT TRUCK STOP,"I-275, EXIT 16",Lawrenceburg                            ,IN,3.424
Circle K #4703906,"I-24, EXIT 24 & SR-49",Pleasant View,TN,2.899
TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,3.939
TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,3.889
TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,3.829
TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,3.839
LOVES TRAVEL STOP #203,"I-40, EXIT 140",Oklahoma City,OK,3.35566666
QUIKTRIP #7220,"I-20, EXIT 8",Shreveport,LA,2.89233333
SPEEDWAY #8256,"I-64, EXIT 94 & SR-1958 & US-60",Winchester,KY,2.92233333
EXXON,"I-285, EXIT 53",Conley,GA,3.999
CONOCO,US-30 & SR-41,Gap,PA,3.799
KUM & GO #0032,"I-80/US-6, EXIT 155 & SR-117",Colfax,IA,3.08233333
TIGER DISCOUNT TRUCKSTOP,"I-94, EXIT 64 & I-94 BUS",Dickinson,ND,3.51566666
Saveway Truck Plaza,"I-65, EXIT 164 & US-31",Hope Hull,AL,3.139
KWIK STOP C STORES,US-61/US-151,Dubuque,IA,3.559
PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,3.399
PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,3.559
PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,3.439
PILOT TRAVEL CENTERS #468,"I-57, EXIT 283 & US-24",Gilman,IL,3.459
HIGHWAY 20  AUTO TRUCK PLAZA,US-20,Peosta,IA,3.489
ROAD RANGER #273,I-69E/US-77 & SR-107,Combes,TX,3.049
ROAD RANGER #144,"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA,3.729
EL CHEAPO #4,"I-95, EXIT 87",Richmond Hill,GA,3.09566666
HOODS SERVICE CENTER,"I-44, EXIT 61",Bois D Arc,MO,3.074
GRADYS TRUCKSTOP,"I-16, EXIT 111",Pulaski                                 ,GA,3.46566666
KUM & GO #0043,"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA,3.114
TAYLOR QUIK-PIK,"I-29, EXIT 75 & US-30",Missouri Valley,IA,3.399
BREAK TIME #3147,"I-55, EXIT 67 & US-62",Sikeston,MO,3.499
TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,3.21733333
CASEYS #3081,"I-35, EXIT 92 & US-136",Bethany,MO,3.06066666
CASEYS #2654,"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA,3.099
CASEYS #2653,"US-63 & US-30, EXIT 202",Toledo,IA,3.349
UNDERWOOD TRUCK STOP I 80,"I-80, EXIT 17",Underwood                               ,IA,3.00066666
PILOT TRAVEL CENTERS #51,"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN,3.56233333
Minuteman Food Mart #58,US-74/US-76,Delco,NC,3.50733333
TA Rogers,"I-94/US-52, EXIT 207 & SR-101",Rogers,MN,3.274
LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,3.209
PRAIRIE JUNCTION TRUCK STOP,"I-29, EXIT 109 & SR-34",Colman,SD,3.099
CASEYS #2867,US-63 & US-20,Waterloo,IA,3.499
KUM & GO #1443,"I-80, EXIT 216",Williamsburg,IA,3.13066666
EXIT 62 TRUCKSTOP,"I-71, EXIT 62 & US-127",Glencoe,KY,3.16566666
QUIKTRIP #7901,"I-20, EXIT 556 & US-69",Lindale,TX,2.80733333
FLYING J TRAVEL PLAZA #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,3.809
FLYING J FUEL STOP #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,3.76566666
3 MILE CORNER TRUCK STOP,US-2 & US-95,Bonners Ferry,ID,3.734
STINKER #42,US-12/US-95 & SR-128,Lewiston,ID,3.69733333
WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,4.199
WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,4.119
WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,4.089
SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham                              ,AL,2.97566666
BIG CHARLIES TRUCK PLAZA,"I-64, EXIT 282 & US-13",Virginia Beach,VA,3.489
PILOT TRAVEL CENTERS #406,"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN,3.799
FAST STOP TRAVEL CENTERS #1109,"I-15, EXIT 392",Plymouth,UT,3.58233333
