Truckstop Name,Address,City,State,Retail Price
LOVES TRAVEL STOPS #455,"I-70, EXIT 145",Ellis,KS,3.689
JD ORANGEBURG,US-301/US-601/SR-4,Orangeburg,SC,3.34233333
FAST TRACK #410,"I-10, EXIT 258",Madison                                 ,FL,3.749
KWIK STAR #419,"US-218, EXIT 218",Charles City,IA,3.539
KWIK STAR #428,SR-9,Cresco,IA,3.524
KWIK STAR #701,US-63,Denver,IA,3.499
KWIK STAR #817,US-52 & SR-24,Calmar,IA,3.579
KWIK TRIP #385,SR-19/SR-3,Northfield,MN,3.499
KWIK TRIP #424,SR-15 & CR-26,Fairmont,MN,3.399
KWIK TRIP #464,US-63,Rochester,MN,3.54066666
KWIK TRIP #609,SR-16 & SR-43,Rushford,MN,3.499
KWIK TRIP #646,US-169 & CR-53,Blue Earth,MN,3.324
KWIK TRIP #753,US-14 & SR-42,Eyota,MN,3.61566666
KWIK TRIP #319,SR-13,Spencer,WI,3.47566666
KWIK TRIP #328,US-53 & SR-95,Blair,WI,3.23733333
KWIK TRIP #337,SR-65,New Richmond,WI,3.499
KWIK TRIP #352,US-53,Chippewa Falls,WI,3.40733333
KWIK TRIP #354,SR-26,Watertown,WI,3.37233333
KWIK TRIP #363,US-14 & CR-O,Richland Center,WI,3.389
KWIK TRIP #386,SR-64,Merrill,WI,3.499
KWIK TRIP #392,SR-49/SR-23,Ripon,WI,3.39066666
KWIK TRIP #455,US-8 & SR-27,Ladysmith,WI,3.27233333
KWIK TRIP #456,"US-18/151, EXIT 79 & CR-PB",Verona,WI,3.579
KWIK TRIP #457,"I-41/US-41, EXIT 116 & SR-44/SR-91",Oshkosh,WI,3.29066666
KWIK TRIP #476,"US-53, EXIT 140",Rice Lake,WI,3.43233333
KWIK TRIP #494,US-53 & SR-35,Onalaska,WI,3.33566666
KWIK TRIP #740,SR-15,Hortonville,WI,3.509
KWIK TRIP #750,US-14/US-61/SR-35,La Crosse,WI,3.299
KWIK TRIP #807,US-10,Brillion,WI,3.36566666
KWIK TRIP #847,SR-33 & SR-82/SR-80,Wonewoc,WI,3.499
FLYING J TRAVEL PLAZA #507,I-35,Jarrell,TX,3.22066666
OUTPOST TRAVEL CENTER,US-79 & CR-111,Minden,LA,3.13233333
RELAY STATION,SR-1,Shreveport,LA,3.13233333
RELAY STATION 3,SR-175,Frierson,LA,3.259
SPEEDWAY #6940,"I-77, EXIT 85 & SR-268",Elkin,NC,2.859
LOVES TRAVEL STOP #386,"I-40, EXIT 9 & SR-95",Lake Havasu City,AZ,3.92233333
SPEEDWAY #4582,US-378,Conway,SC,3.089
SPEEDWAY #7941,US-17 & SR-24,Jacksonville,NC,3.32566666
CIRCLE K #4707512,"I-93, EXIT 47",Methuen,MA,3.799
SPEEDWAY #6962,"I-40, EXIT 303",Garner,NC,2.92066666
LOVES TRAVEL STOP #393,"I-55, EXIT 13",Mccomb,MS,3.239
PILOT TRAVEL CENTERS #497,"I-20, EXIT 165",Lincoln,AL,3.199
PILOT TRAVEL CENTER #497,"I-20, EXIT 165",Lincoln,AL,3.109
CIRCLE K #4707016,US-1,Princeton,ME,3.88233333
CIRCLE K #4707048,US-2,Lincoln,ME,3.73233333
ONVO TRAVEL PLAZA - GOULDSBORO,"I-380, EXIT 13 & SR-507",Gouldsboro,PA,3.58566666
KWIK TRIP #330,US-169 & SR-25,Belle Plaine,MN,3.379
PILOT TRAVEL CENTER #922- TOWN PUMP,US-2 & SR-40,Columbia Falls                          ,MT,3.649
LOVES TRAVEL STOP #396,I-26 EXIT 76,Newberry,SC,3.41566666
KWIK STAR #790,"US-20, EXIT 275 & SR-13",Manchester,IA,3.56233333
KWIK TRIP #481,US-61,Red Wing                                ,MN,3.324
LOVES TRAVEL STOP #391,"I-74, EXIT 123",Saint Paul,IN,3.989
PARKERS SURRENCY #208,US-341/SR-27 & SR-121,Surrency,GA,3.58566666
RUTTERS #65,"I-81, EXIT 14 & US-11",Chambersburg,PA,4.399
PILOT #4597,"I-40, EXIT 258/SR-53",Gordonsville,TN,3.24566666
LOVES TRAVEL STOP #390,"I-80, EXIT 179",North Platte,NE,3.45566666
CASEY'S #4504,"I-35, EXIT 159 & CR-C47",Dows,IA,3.299
LOVES TRAVEL STOP #304,"I-59, EXIT 174",Steele,AL,3.989
KWIK TRIP #367,SR-33/CR-A,Fox Lake,WI,3.24566666
MAPLEFIELDS,"I-87, EXIT 42/SR-11",Champlain,NY,3.799
LOVES TRAVEL STOP #340,"I-15, EXIT 64 & US-93",Las Vegas,NV,3.689
BAR-B,I-20 EXIT 370 & FM-919,Gordon                                  ,TX,2.93233333
SPEEDWAY #5360,US-42,London,OH,3.099
KUM & GO #0187,"I-90, EXIT 87",Sherburn,MN,3.18733333
KUM & GO #0615,"I-29, EXIT 15",Elk Point,SD,3.07233333
JACKRABBIT JUNCTION,"SR-60, EXIT 51 & CR-A22",Sibley                                  ,IA,3.26566666
RELAY STATION,"I-20, EXIT 3",Bethany,LA,3.12233333
150 QUICK STOP,US-150/SR-605,Bardstown,KY,3.17233333
CMS FUELING CENTER,I-69 EXIT 153 AT MILE 153,Lapeer                                  ,MI,3.899
FUEL STAR,SR-48,New Orleans,LA,3.279
HOLIDAY STATIONSTORE #2746409,US-53 & CR-13,Duluth,MN,3.499
RHODES 101 STOP #790,"I-55, EXIT 91",Scott City                              ,MO,3.424
Majors 660 Diboll Truck Plaza,US-59,Diboll                                  ,TX,2.83233333
LOVES TRAVEL STOP #302,US-287 & US-412,Boise City,OK,3.40233333
LOVES TRAVEL STOP #388,"I-55, EXIT 246 & SR-35",Batesville,MS,3.46066666
LOVES TRAVEL STOP #398,"US-78, EXIT 81 & SR-178",Tupelo,MS,3.88233333
PUMP & PANTRY #13,US-281/SR-92,Saint Paul,NE,3.30733333
LOVES TRAVEL STOP #225,"I-65, EXIT 93 & US-84",Evergreen,AL,3.339
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.7314019
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.51093964
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.51858925
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.73244636
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.7303579
FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,4.74116815
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.7303579
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.74116815
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.74186729
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.73383969
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.73244636
FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,4.7314019
LOVES TRAVEL STOP #387,"I-85, EXIT 4",Fair Play,SC,3.21233333
LOVES TRAVEL STOP #227,"I-20 /I-59, EXIT 100 & SR-216",Mc Calla,AL,3.159
PILOT #880,"I-84, EXIT 1",Montague,NJ,3.999
KWIK TRIP #338,US-51,Plover,WI,3.299
TOP STOP MARKET,"I-24, EXIT 111",Manchester,TN,3.01566666
LOVES TRAVEL STOPS #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,3.089
LOVES TRAVEL STOP #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,3.169
KWIK TRIP #422,"I-94, EXIT 322",Oak Creek,WI,3.744
HUTCH'S #114,US-81,Enid,OK,2.999
MCCLURE,I-74 EXIT  34,Crawfordsville                          ,IN,3.61566666
CASEYS #3898,"US-151, EXIT 49 & CR-E34",Anamosa,IA,3.359
One9 #1414,"I-81, EXIT 128",Elliston,VA,3.24233333
EAGLE EXPRESS,US-41,Peshtigo,WI,3.399
DODGE CITY SHELL,"I-65, EXIT 299",Hanceville,AL,3.95233333
STEELE SERVICE STATION,"I-59, EXIT 174",Steele,AL,3.889
LOVES TRAVEL STOP #389,I-90 EXIT 241,Conneaut,OH,3.849
DE PERE SUPER STORE,US-41,De Pere,WI,3.25566666
PRIDE CONVENIENCE STORE,"I-91, EXIT 8 & US-20",Springfield,MA,3.559
LOVES TRAVEL STOP #353,"I-29, EXIT 62",Fargo,ND,3.52566666
KWIK TRIP #453,SR-35/SR-65,River Falls,WI,3.44733333
SAGE HILL TRAVEL CENTER,"I-15, EXIT 89 & US-91",Blackfoot                               ,ID,3.569
BP,"I-95/SR-405, EXIT 49 & SR-251",Darien                                  ,GA,3.539
SUMNER TRUCK STOP,SR-167,Sumner,WA,4.299
TA Glenrio,"I-40, Exit 369 & SR-392",San Jon,NM,3.899
KWIK TRIP #373,"I-94, EXIT 295",Waukesha,WI,3.45733333
KWIK TRIP #491,US-151,Manitowoc,WI,3.38233333
KWIK TRIP #499,"I-43, EXIT 57",New Berlin,WI,3.49066666
KWIK TRIP #757,US-14/US-61/SR-27,Viroqua,WI,3.359
KWIK TRIP #653,"I-39, EXIT 87 & US-51/SR-16",Portage,WI,3.274
KENOSHA TRAVEL PLAZA,"I-94, EXIT 340/US-41 & SR-142",Kenosha,WI,3.719
CIRCLE M #43,US-441/US-23/SR-15,Rabun Gap                               ,GA,3.549
PARAMOUNT TRAVEL PLAZA,"I-30, EXIT 46 & SR-19",Prescott,AR,3.379
MILLERS TRAVEL CENTER,"I-80, EXIT 1",Wendover,UT,3.599
ENMARKET #875,US-78 & US-21,Branchville,SC,3.26566666
CORNER PANTRY TRAVEL PLAZA,SR-79 & SR-40,Hermosa,SD,3.299
FRIENDSHIP FOOD MART #96,SR-101/SR- 2,Sandusky,OH,3.529
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.7303579
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.73244636
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.7314019
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.73383969
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.74116815
COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,4.74186729
SHOEMAKERS SHELL TRAVEL CENTER,I-80 EXIT 395 AT MILE 395,Lincoln,NE,3.349
LOVES TRAVEL STOP #280,"I-10, EXIT 114",Buckeye,AZ,3.569
Circle K #2745133,US-23 & SR-38,Waycross,GA,3.399
KUM & GO #0267,"I-80, EXIT 267 & SR 38",Tipton,IA,2.98233333
Q C MART,US-61 & CR-E63,Welton,IA,3.699
EXPRESS LANE #51,I-80 EXIT 93 ROUTE 71,Ottawa                                  ,IL,3.899
EXPRESS LANE #51,I-80 EXIT 93 ROUTE 71,Ottawa                                  ,IL,3.599
CASEYS #3998,SR-13 & HWY-C,Lowry City                              ,MO,3.249
SPEEDWAY #3547,I-75 & 696,Lima,OH,3.499
QUIKTRIP #973,"I-45, EXIT 272",Hutchins,TX,2.88233333
TA EXPRESS HOT SPRINGS,US-395/US-18 & SR-79,Hot Springs,SD,3.299
Meskwaki Travel Plaza,HIGHWAY 30 E,Tama,IA,3.234
ANTELOPE TRUCK STOP,"I-80, EXIT 386",Burns                                   ,WY,3.199
GETGO #3701,"I-99, EXIT 23",East Freedom                            ,PA,4.099
STOCKTON TRAVEL CENTER,US-20/SR-78,Stockton                                ,IL,3.599
XTRA MART #7025,SR-146,Sutton,MA,3.649
STRIPES #40532,US-83 & US-277,Carrizo Springs,TX,3.349
LOVES TRAVEL STOP #226,"I-25, EXIT 104",Pueblo,CO,3.619
PILOT TRAVEL CENTERS #590,"I-94, EXIT 100",Alexandria,MN,3.46566666
CASEYS #4025,US-61/SR-92,Muscatine                               ,IA,3.299
QUIKTRIP #444,"I-10 EXIT, 139",Phoenix,AZ,3.369
KUM & GO #0080,"US-218/SR-27, EXIT 80 & SR-22",Riverside,IA,3.09733333
LOVES TRAVEL STOP #359,"I-75, EXIT 283",Cartersville,GA,3.55566666
LOVES TRAVEL STOP #369,I-40 EXIT 163 & SR-48,Dickson,TN,3.17566666
LOVES TRAVEL STOP #375,US-79/SR-6 & FM-485,Hearne,TX,3.489
KUM & GO #0137,"I-80, EXIT 237",Tiffin,IA,3.099
FIRELAKE GRAND TRAVEL PLAZA,"I-40, EXIT 178 & SR-102",Shawnee,OK,2.899
FLORIDA 595 TRUCK STOP,"I-595/SR-84, EXIT 9 & US-441",Fort Lauderdale,FL,3.769
LITTLEFIELD EXPRESS #15,"US-67, EXIT 55 & SR-258",Bald Knob,AR,3.309
Spearville Truck Stop,"I-56, 126 RD",Spearville                              ,KS,3.46566666
CASEYS #2907,I-57 & I-62,Charleston,MO,3.044
CONOCO,"I-95, EXIT 12",Carteret                                ,NJ,3.499
7-ELEVEN #40396,"NJTP, EXIT 8A",Monroe Township,NJ,3.559
SPARKYS ONE STOP #32,I-30 & CR 33,Carroll,IA,3.23233333
PILOT TRAVEL CENTERS #471,US-27 & US-17,Haines City,FL,3.559
PILOT TRAVEL CENTER #471,US-27 & US-17,Haines City,FL,3.569
SHELL FOOD MART,"I-35, EXIT 54",Cameron,MO,2.99066666
7 ELEVEN #40122,I-95 MM2,Newark,DE,3.459
7-ELEVEN #40069,"I-81, EXIT 29",Shippensburg,PA,3.42233333
CANDIA FIRST STOP,"SR-101, EXIT 3",Candia                                  ,NH,3.899
LOVES TRAVEL STOP #363,"I-75, EXIT 358 & SR-326",Ocala,FL,3.353
LOVES TRAVEL STOPS #363,"I-75, EXIT 358 & SR-326",Ocala,FL,3.329
LOVES TRAVEL STOPS #380,US-287/SR-114,Rhome,TX,3.089
LOVES TRAVEL STOP #380,US-287/SR-114,Rhome,TX,3.161
PILOT TRAVEL CENTERS #503,"I-79, EXIT 146 & CR-77",Morgantown,WV,4.059
PILOT #4598,I-75 EXIT 56,Niota,TN,3.599
PILOT #4599,"I-24, EXIT 135",Monteagle,TN,3.33566666
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.95368953
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.90457465
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.90399897
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.81157149
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.97950166
PETRO-CANADA,HWY 63 N,Fort Mcmurray                           ,AB,3.8132543
PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,3.95078155
PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,3.95981025
PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,3.95252583
PETRO-CANADA,HWY 16 E,Lloydminster                            ,AB,3.96039416
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.95078155
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.67317193
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.95981025
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.67506448
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.95252583
PETRO-CANADA,HWY 43,Valleyview                              ,AB,3.96039416
PETRO-CANADA,HWY 1,Abbotsford                              ,BC,4.22920168
PETRO-CANADA,HWY 1,Abbotsford                              ,BC,4.23949171
PETRO-CANADA,HWY 1,Abbotsford                              ,BC,4.09933844
PETRO-CANADA,HWY 1,Abbotsford                              ,BC,4.23106887
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.32322097
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.25798323
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.00941454
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.3504892
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.25704369
PETRO-CANADA,"HWY 1, EXIT 109 N",Chilliwack                              ,BC,4.31463179
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.56361446
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.73711612
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.70020344
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.72969139
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.64532377
PETRO-CANADA,HWY 1 N,Brandon                                 ,MB,3.73656513
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.39394131
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.39543974
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.34071441
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.33899404
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.40169746
PETRO-CANADA,"HWY 401, EXIT 275 N",Kitchener                               ,ON,3.43010883
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.44962533
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.64532377
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.48541438
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.67398278
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.70920637
PETRO-CANADA,HWY 7 N,Brampton                                ,ON,3.39643942
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,4.06394305
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,3.98155204
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,4.07143281
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,4.0621496
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,4.07203318
PETRO-CANADA,HWY 601 N,Dryden                                  ,ON,3.97950166
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.56361446
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.73711612
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.56099338
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.5617793
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.72969139
PETRO-CANADA,HWY 1 & HWY 207,Dugald                                  ,MB,3.73656513
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,4.18305536
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,4.06304613
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,4.0621496
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,3.90457465
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,4.06394305
PETRO-CANADA,HWY 63,Fort Mcmurray                           ,AB,3.98155204
PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,3.67317193
PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,3.93248441
PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,3.67506448
PETRO-CANADA,HWY-43,Grande Prairie                          ,AB,3.87609333
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,4.01621367
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,4.07143281
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,3.87010202
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,3.86810903
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,4.00823444
PETRO-CANADA,"HWY 2, EXIT 268",Calgary,AB,3.86725552
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.72804545
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.56361446
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.93248441
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.95981025
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.86810903
PETRO-CANADA,HWY-15 ,Fort Saskatchewan                       ,AB,3.92467152
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.59114784
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.45521463
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.60231851
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.45292033
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.59317483
PETRO-CANADA,"HWY-97, SMITH AVE EXIT",Quesnel                                 ,BC,4.60163996
PETRO-CANADA,HWY 97,Fort St John,BC,4.64888344
PETRO-CANADA,HWY 97,Fort St John,BC,4.23231459
PETRO-CANADA,HWY 97,Fort St John,BC,4.43420612
PETRO-CANADA,HWY 97,Fort St John,BC,4.23013507
PETRO-CANADA,HWY 97,Fort St John,BC,4.22920168
PETRO-CANADA,HWY 97,Fort St John,BC,4.35113072
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.65338686
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.61747561
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.65284821
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.61933947
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.64612848
PETRO-CANADA,QEW EXIT 88/89,Hamilton                                ,ON,3.58883539
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.7575457
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.7567164
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.82028205
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.75588747
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.48002694
PETRO-CANADA,"HWY 401, EXIT 611",Kingston                                ,ON,3.76502588
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.39394131
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.39643942
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.45801858
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.45114834
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.45750874
PETRO-CANADA,"HWY-401, EXIT 320 & HWY-8",Milton                                  ,ON,3.39469036
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.31798054
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.22688923
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.2571269
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.23474054
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.22760141
CIRCLE K,"HWYY 407, EXIT 48",Mississauga,ON,3.22831391
PETRO-CANADA,"HWY 403, EXIT 109",Burlington                              ,ON,3.31041527
PETRO-CANADA,"HWY 403, EXIT 109",Burlington                              ,ON,3.31114588
PETRO-CANADA,"HWY 403, EXIT 109",Burlington                              ,ON,3.31846981
PETRO-CANADA,"HWY 403, EXIT 109",Burlington                              ,ON,3.31285191
PETRO-CANADA,"HWY 403, EXIT 109",Burlington                              ,ON,3.31187682
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.39543974
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.33899404
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.58883539
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.34071441
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.43010883
PETRO-CANADA,"HWY-401, EXIT 328 & HWY-3",Hornby,ON,3.4296031
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.37379182
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.40219907
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.36609929
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.53471126
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.45216443
PETRO-CANADA,"HWY 401, EXIT 14",Windsor,ON,3.31114588
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.45390331
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.46276974
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.45292033
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.45193778
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.46211176
FLYING J #862,"HWY 401, EXIT 268",Ayr,ON,4.45521463
FLYING J TRAVEL PLAZA #914- TOWN PUMP,"I-90, EXIT 96 & US-93/SR-200",Missoula,MT,3.609
KWIK STAR #490,"US-20, EXIT 225 & SR-27/SR-58",Cedar Falls,IA,3.524
KWIK TRIP #622,US-14 & CR-5,Byron,MN,3.574
KWIK TRIP #844,US-63,Lake City,MN,3.549
KWIK TRIP #887,"US-41, EXIT 139 & SR-15",Appleton,WI,3.30233333
Twice Daily Convenience Store #8046,"I-24, EXIT 31 & SR-249",Joelton,TN,3.349
7-ELEVEN #40441,I-80 MM 21E,West Unity,OH,3.66233333
7-ELEVEN #40442,"I-80, MM 21W",West Unity,OH,3.66233333
LOVES TRAVEL STOP #452,"I-35, EXIT 70",Pauls Valley,OK,3.649
FLYING J TRAVEL PLAZA #925- TOWN PUMP,"I-15, EXIT 277",Great Falls,MT,3.63566666
LOVES TRAVEL STOP #454,"I-5/US-12, EXIT 72",Chehalis,WA,4.589
LOVES TRAVEL STOP #301,"I-90, EXIT 2",Post Falls,ID,3.74566666
LOVES TRAVEL STOP #300,I-70 EXIT 304,Bennett,CO,3.32566666
LOVES TRAVEL STOP #453,"I-10, EXIT 130 & US-231",Cottondale,FL,3.553
LOVES TRAVEL STOPS #453,"I-10, EXIT 130 & US-231",Cottondale,FL,3.589
KWIK TRIP #316,SR-15 N/SR-22 E,Hutchinson,MN,3.279
PILOT #4556,"I-75, EXIT 329",Wildwood,FL,3.22566666
PILOT TRAVEL CENTER #4556,"I-75, EXIT 329",Wildwood,FL,3.319
LOVES TRAVEL STOP #394,"I-65,EXIT 230",Demotte,IN,3.51233333
KWIK TRIP #681,"I-94, EXIT 205",Saint Michael,MN,3.29733333
KWIK TRIP #630,US-151/SR-32/SR-57,Chilton,WI,3.36566666
54 TRUCK STOP,US-54,Mullinville                             ,KS,3.46566666
LOVES TRAVEL STOP #456,I-280 EXIT 1B,Perrysburg,OH,3.76066666
LOVES TRAVEL STOPS #258,"I-35, EXIT 183",Ottawa,KS,3.239
LOVES TRAVEL STOP #258,"I-35, EXIT 183",Ottawa,KS,3.263
Power Gas & Truck Stop,US-1/US-9/US-46 & SR-5,Palisades Park                          ,NJ,3.219
DANIEL BOONE TRAVEL CENTER,US-23 /US-421/US-58 & SR-871,Duffield,VA,3.55733333
GO MART FOOD STORE #103,SR-16 & CR 50/39,Ellenboro                               ,WV,3.699
QUALITY MART #62,I-77 EXIT 82,Jonesville,NC,2.859
PARKERS #31 (DISCOUNT AVAILABLE),US-80/SR-26 & US-280,Ellabell,GA,3.03233333
CIRCLE K #2721416,US-441 & SR-20,Gainesville,FL,3.899
BUCHS TRUCK STOP,SR-7,Steubenville                            ,OH,3.69233333
VIRGINIA FAST STOP,SR-78 & SR-125,Virginia,IL,3.759
SIMMONS,US-60/SR-21,Ellsinore,MO,3.424
ON THE GO TRAVEL CENTER,"I-435, EXIT 8",Kansas City,KS,3.999
CIRCLE K #2706627,"I-10, EXIT 261",Slidell,LA,3.189
KWIK TRIP #888,US-10/US-49 & SR-54,Waupaca,WI,3.45733333
KWIK TRIP #463,US-52/SR-60,Zumbrota,MN,3.524
MIRABITO #41,I-81 EXIT 13,Tully                                   ,NY,4.299
